,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alpha[48],5.018230906784247,0.1410880820782218,7.170559468649918,-9.466069921497652,0.358617230011739,5.101611743911599,9.55535800005303,19.988040203837812,2583.0060554616707,0.999486465090036
alpha[49],5.033702799720838,0.21097529015927577,7.451319558175947,-9.17963509175852,0.044420174578167826,4.943471989615303,9.960393340302911,20.13775536857759,1247.3926832163631,1.0017275489934705
alpha[50],2.8028907930164846,0.16282048394214244,7.314727423581111,-11.814451469818442,-2.118111820701417,2.9258758537802096,7.324632097553389,17.783006970012647,2018.265106900781,0.9995432476328882
alpha[51],-10.88740031681962,0.14510928789589606,6.737928746320316,-24.131453762378612,-15.389999655326932,-10.916667222743872,-6.583695574264555,2.2292701626938696,2156.067763474967,0.9987270424622154
alpha[52],-10.183973279241982,0.1637171419097465,7.5298886707700134,-25.273654403996655,-14.869685217227833,-10.027907959686285,-5.394078043181266,4.487658300880699,2115.381986142989,0.9993139142469892
alpha[53],-0.907684648461257,0.13403298456376253,7.703089086918698,-17.024170481756354,-5.857921230728918,-0.8185117277402092,4.120185327274183,14.697330748600525,3302.9839586457565,0.9996555120478486
alpha[54],7.6041828279300425,0.12608426907046966,6.23646810317147,-4.28676504502962,3.463417384593491,7.5255083816783985,11.672284685596,20.015579713511016,2446.558477424071,0.9993134093783226
alpha[55],12.000480208417661,0.12215708024113137,6.731297957463586,-1.102868870145731,7.586321871867032,11.894341548327297,16.255331916164735,25.5706622601045,3036.4095032623427,0.9996820450174703
alpha[56],0.7562017156672329,0.17056426265657754,6.924085514274824,-12.71341361040778,-4.004927720733628,0.6249866884199728,5.272484190454323,15.074052177876212,1647.9679586155844,0.9991286281546855
alpha[57],15.055383825826366,0.12260013335472861,5.9348698593835785,3.9145929594731848,11.086425033193521,14.949020171184939,19.05811234453877,26.8208095614823,2343.3681079978464,0.9999250750211244
alpha[58],0.8093065724865188,0.1260983765373448,7.322143191355398,-13.819588540153667,-4.00317361604189,0.7444216824924754,5.5549572001692775,15.79634141240712,3371.7661380855548,0.998921236995182
alpha[59],2.9535570831135094,0.14070179069293445,7.132944744375246,-11.196171143595866,-1.7174463817813257,2.9038271765965504,7.631404690647194,16.61439177934883,2570.031640789695,1.001268980532442
alpha[60],-1.5197317885982171,0.17512373452913307,7.240194369389928,-16.275633386979095,-6.306230215373546,-1.4352059649667095,3.2497813872075776,12.19125936131354,1709.2690571935723,0.999733166880969
alpha[61],-1.471855727921988,0.1526161146993133,7.198526532919733,-15.576313567603416,-5.829705666862324,-1.5481060209069537,2.7970368441390763,13.431452486694191,2224.7767296368634,0.9998258350142635
alpha[62],-5.8561252728903765,0.17051853488637697,7.0420930070743895,-19.87125977921662,-10.3482801980584,-5.763077313006372,-1.1993841273441639,7.949469650385639,1705.5337909023654,1.0005061030509756
alpha[63],-6.107944352102738,0.13905746397679422,6.85846502592208,-19.837703573687087,-10.37992133223781,-6.021472201149473,-1.912025683737908,7.157411044763282,2432.569443480243,0.9998200861405021
alpha[64],-3.313482593451266,0.14689475782296935,7.40770592066252,-18.556440468721576,-8.243008978832927,-3.0831799204088695,1.5399804389796294,11.165270580738877,2543.04983358986,0.9990530338812226
alpha[65],5.1146460323699925,0.14169669958760267,7.402918577636774,-9.1913448657739,0.25461677436469476,5.100441883368447,9.816391473398731,19.65969154874432,2729.5212264840147,0.9988259586948963
alpha[66],9.51208604992991,0.13996404442099483,7.020056687955256,-4.322146097802628,4.817733419236778,9.457754554107721,14.049433919055138,23.896099017257992,2515.6387244393763,0.9991434013477906
alpha[67],-1.4612497342869635,0.13243101263781779,6.431721193657232,-13.88030995192829,-5.830871858107043,-1.62828528222293,2.751957777034202,11.41831128968357,2358.71256373489,0.9993911831587763
alpha[68],3.0502813158141895,0.14662296395152566,5.9125770674134115,-8.156834892659665,-0.9067859437200156,3.022463605778485,6.929265506623466,15.136254257214517,1626.1089506430753,1.0005192808911916
alpha[69],-5.764480190474334,0.13873563553699694,6.749822691576206,-18.508854109455655,-10.328748439541368,-5.91816576698329,-1.5223367808654749,8.20219061074213,2367.05676722998,0.9988194051418211
alpha[70],2.887339865977732,0.18110674114094097,7.355839978597457,-11.621411388790921,-1.8317855827585454,2.8732860288497406,7.619189579987507,17.655938595596723,1649.6633045858437,1.001457047090401
alpha[71],5.236735105064828,0.14295524079081925,7.144880350204057,-8.657510093262346,0.6341297787347216,5.330619650911347,9.78897588615009,19.10757775997086,2497.984608027998,1.0003056740057732
alpha[72],-6.0927004654584325,0.12567129624277637,6.828371283874542,-19.021947808150355,-10.638158774553727,-6.1325905176674045,-1.7492251957320983,7.335689292744375,2952.310732136635,0.9986560357368549
alpha[73],0.5437576016325052,0.13526405400409014,6.851052504372665,-12.394262022195473,-4.0887387997815985,0.5867929348301892,5.294698740480282,13.758684084200599,2565.3687056968993,0.9996640363574572
alpha[74],-6.081874727714468,0.15385031405056018,7.193010931556979,-20.45005964584788,-10.712230710123084,-5.95252248040255,-1.2550281264250724,7.976771958741237,2185.8716952001614,0.9988176173492102
alpha[75],5.350497255842478,0.11896579187950816,6.92847510837536,-7.566722420986286,0.6885536932008074,5.3159439032383355,9.985001576022123,19.35162517131009,3391.806925020412,0.9988267458253935
alpha[76],5.137413920770903,0.15203092014779848,6.845967334319482,-8.88424264587927,0.7694548711693554,5.049335081550506,9.444019342055057,19.108913689475425,2027.7097857401704,1.0007188645544403
alpha[77],5.111351824717937,0.1438357487461991,7.004548465917844,-9.248994291071527,0.3018816841655104,5.280947029478954,9.677628036237532,18.90163116231603,2371.5190211973595,0.9988635710278071
alpha[78],9.559280839708816,0.15386300041013198,7.362693025501302,-5.411050161107617,4.786431029569961,9.68986225020291,14.228902057584431,24.30214903081297,2289.839238374035,1.000385260182437
side[1],0.24010604417200548,0.07010117350411582,1.3978734542469948,-2.5035653874003945,-0.6067470014249857,0.23691249336376127,1.0421244359219652,3.174691968295498,397.6354896411979,1.0129528594862938
side[2],0.3198008241858632,0.06707488824588635,1.2086771595869503,-1.9368376697308731,-0.4576515294357073,0.2940878234886295,1.101498614087689,2.7273244724887595,324.71377682772714,1.0174321185659707
side[3],0.34812940126789127,0.07440420118713839,1.3259940403737485,-2.001115681741642,-0.4781741882778382,0.3216825219446968,1.0927026437316496,3.0343118337484456,317.6056557417267,1.019335335882984
side[4],0.2589228043708668,0.06770081341041985,1.2796288004338756,-2.103520268401419,-0.507412429869989,0.26199121745298265,1.0011568849875365,2.9549205458215875,357.25658204792006,1.01607223223491
side[5],0.28244149218814846,0.06919014421510883,1.3880046800698984,-2.2387111481944952,-0.5449956889047494,0.25465029531250216,1.1296792650489986,3.1712980347984607,402.43281756795415,1.0165134089957528
side[6],0.34090077732966007,0.07897211799055283,1.3205965934395894,-2.127963611102991,-0.5242599921952781,0.2943291828057519,1.1630247887878769,3.1706148729154027,279.635802097349,1.0176983381659386
side[7],0.06478605608726581,0.0579373425086186,1.3411713972203816,-2.5512572610529327,-0.7551217315187644,0.1018036324632933,0.9241678880733843,2.6486318303302623,535.8601035479088,1.0051962192624917
side[8],0.33740480693239333,0.06889202588063292,1.2737203209261914,-2.0510775744982475,-0.46432836036274794,0.27816540874611434,1.0862868718773964,3.066545246532818,341.83005356188903,1.0168730205786904
side[9],0.1426856376388991,0.06922031917614856,1.2787692652256075,-2.327356601897305,-0.6879419715807652,0.2239316791569555,0.9187968162398815,2.6553383161877377,341.28498697331617,1.013992803813202
side[10],0.19601524520499924,0.06789621138679748,1.3413779634609304,-2.40849440375915,-0.6372908148187302,0.1959026465785924,1.027464406509091,2.9743733416089873,390.31141438817525,1.0127813401086005
side[11],-0.1894688202019167,0.08172061467255745,1.3002456181457804,-2.912797925257266,-0.9492607202236139,-0.0967603636324543,0.6515734959914574,2.0866500317419474,253.1556057239124,1.0110080721480001
side[12],0.15643616592588536,0.06265291871502782,1.3148868535816363,-2.3238663164936946,-0.7184640629753349,0.14786152458221058,0.9791323245248407,2.8273281890520634,440.44750207535265,1.0123042370476623
side[13],0.1499098817303709,0.061512119760547525,1.2910890544216134,-2.1986025863874157,-0.6457803234561629,0.15855811096047334,0.9229735678350408,2.7299695148821566,440.54574571630843,1.0082106619559985
side[14],0.08956001994951536,0.06146807908233879,1.2666313557993185,-2.563472312123032,-0.6386407588226495,0.11714647398545841,0.865898733478244,2.7488131703922845,424.6207246112584,1.009472576841554
side[15],0.136110182600359,0.06610706189446218,1.2924362602505286,-2.358908997570171,-0.6427547282483974,0.16862252138641326,0.9090888117051139,2.6743660070898687,382.22805183276563,1.0106954124206147
side[16],0.25941310922901506,0.07191720917673251,1.3024428508273918,-2.2329240667685895,-0.5810215697757115,0.25907770481625125,1.038088195532587,2.929619579262827,327.98327707654664,1.0141675803743548
side[17],-0.03546001844258079,0.07387609967612321,1.3369161204534818,-2.9261861046293296,-0.8273714447088845,0.03163215917432524,0.7902944160105264,2.4602571471909944,327.49177933912324,1.0096382494127696
side[18],0.18354318015329182,0.07310947926478172,1.307721088569395,-2.4641704512435694,-0.6286592220378109,0.19043934422691006,0.9936976314621779,2.8693749336993646,319.9505591415691,1.0210837383218172
side[19],0.16484274937476312,0.06796721211486008,1.3151278047042083,-2.450271401960096,-0.6072086777243664,0.2074887485646128,0.9429567206332716,2.688090069091053,374.4010059135505,1.013679285815679
side[20],0.17426941495289697,0.0709152844370363,1.3660784862650788,-2.375560453444834,-0.6504001547153653,0.1854298060249367,0.9843940229332977,2.8684816553672876,371.0834669380002,1.0148503934392368
side[21],0.16700015336184032,0.06864791361625115,1.2564322799590715,-2.296206517163136,-0.6338579682438201,0.18747931654836775,0.9092697932784894,2.6970007469240995,334.9835543811948,1.0111803640170318
side[22],0.09020766374769772,0.06155547523678938,1.3352682480165783,-2.604195927201048,-0.6834527317289458,0.10248653091328694,0.9095473222250811,2.596367281815036,470.54771242524515,1.0099299466281788
side[23],0.07730735887133551,0.06811320154709985,1.2574334794890438,-2.3776639199890672,-0.7355473415163913,0.0738524364948662,0.8660625186357027,2.618701872189661,340.8061715330815,1.0155818570742408
side[24],-0.17919299273526496,0.08431620377249205,1.3372970169203733,-3.0200891047848915,-0.9647021236470861,-0.08213537069859758,0.6797901331438765,2.2047082360442714,251.55541020846005,1.011621842416955
side[25],0.22786978491270038,0.0705832516461683,1.3065948673939967,-2.1145247169443473,-0.5941577489554137,0.19612277014662963,0.9927748736918562,3.0339570845661425,342.67196293758025,1.0129393616272808
side[26],0.18432841496258193,0.06830519746759393,1.2985594632914277,-2.410151948910492,-0.5780774089531935,0.2092989979803968,0.9735529809412553,2.746272540053008,361.4233280415923,1.0153726736206916
