Subject,Horizon,alpha,side,sigma
t2u2ja58o53je7gqs3l6gs9f.,6,1.1404284405987974,-0.4389415343176581,0.7429113845633408
tj5bifpb7nbzq1y66xilapy6.,1,-0.23312021022284674,-0.12135987643182075,0.9131107010502352
tj5bifpb7nbzq1y66xilapy6.,6,-20.0,-0.04491520616637464,12.013950550510488
u7bsetm5waqp5rswdz0kiidq.,1,0.22066511954236584,0.019368009288778364,0.7010626568603722
u7bsetm5waqp5rswdz0kiidq.,6,0.019368064418178985,0.6129886894073555,1.8957359189852045
u97vx3l7dr1vnjgzejub79zv.,1,-0.9489780124906001,0.013608402769848153,1.3666582500680098
u97vx3l7dr1vnjgzejub79zv.,6,-1.1174148321749828,-0.09542315607634046,1.4444707120977844
v129jk07ciltivmjwqcm78ol.,1,0.35131293781993495,0.3375197389807607,1.4575044858014565
v129jk07ciltivmjwqcm78ol.,6,0.3577531690747022,0.009177891147548597,1.6301500626606849
wugb7esovvyay7hltfl8153g.,1,0.7036037349259445,0.353971721836491,1.5672240588976467
wugb7esovvyay7hltfl8153g.,6,0.7621207221692496,0.38283530523706855,1.721692599932958
wyx9wrvsnqb4mdvsmwh9e732.,1,-0.7797520929326246,-0.017776179943679235,1.0512151371504448
wyx9wrvsnqb4mdvsmwh9e732.,6,-0.34128848357249647,-0.647020840535195,1.4065899233537031
x43ns0nnesa95h5pltokft2t.,1,-0.03426285241309033,-0.36569228433218426,0.9455643339721415
x43ns0nnesa95h5pltokft2t.,6,-1.4743596634933809,-0.2087182562047944,1.590662114267684
xfucttob88f1yfubgjhreejv.,1,-0.847027956964303,0.2926343416082151,1.2071951200980648
xfucttob88f1yfubgjhreejv.,6,-5.796659645365819,-1.0438253763565264,4.05773393943888
y499346vdq7cv9i092jpbydk.,1,0.6416854223074964,-0.6169044805073275,1.3168957256803557
y499346vdq7cv9i092jpbydk.,6,-0.667292264463566,0.18042887708226524,1.4767965723003926
yjqxq9j80ck0kdjn648s83nd.,1,0.47906345104333453,-0.26025619774437186,1.0717252580198149
yjqxq9j80ck0kdjn648s83nd.,6,-0.8258553012765929,-0.03536924039780494,0.7166083319065882
ynqn6okc1pjgks2ugz6vyntw.,1,0.5969810988536196,0.0013984752808352552,1.2936400666061907
ynqn6okc1pjgks2ugz6vyntw.,6,-0.3851724997525453,0.573037973400548,1.7417626620350997
yq58plsdt7gzeny0jok0dwgh.,1,1.5276076039739916,0.20271506055297592,1.657939413743987
yq58plsdt7gzeny0jok0dwgh.,6,-1.174901301353039,0.39689087177158083,1.7394558733613277
