Subject,Horizon,alpha,side,sigma
gq8icyq41unwp4gudfk87tac.,1,0.5725496669231893,-0.09993884103567607,0.2957810442807072
gq8icyq41unwp4gudfk87tac.,6,0.501147989071953,-0.23937262491950176,0.15668752385723106
gtouraixqbp4l3z0ffs8qj7e.,1,0.48812414418938876,-0.21364732049327298,0.5608248830617281
gtouraixqbp4l3z0ffs8qj7e.,6,0.39155738318520167,-0.09941691619926445,0.3482935946222918
gx6a2ucc31wv12kflrog1zr4.,1,-0.24339127650446152,0.08727927779716688,0.19944474794055805
gx6a2ucc31wv12kflrog1zr4.,6,0.586991741699124,-0.17322065793742406,0.4310516053077982
hbxh732mhsidc8thgdvcq9yq.,1,0.3116506499167145,-0.15162746339394326,0.26071834421977597
hbxh732mhsidc8thgdvcq9yq.,6,-47.51531188255644,0.20342017582927927,0.49636583003517476
hsh4tg80zhn7j0dcc9uudluo.,1,-0.03358939400684189,-0.22729441739633988,0.297529684290935
hsh4tg80zhn7j0dcc9uudluo.,6,-0.5397544624420544,-0.2744840701474178,0.7380904032643336
idgddv7w9c7z6fup77kwv1rs.,1,1.3923305856831367,-0.4626318767480988,0.4045334363964928
idgddv7w9c7z6fup77kwv1rs.,6,1.9072885513986562,-0.6152044014078349,0.9891822581003328
ijq9c88uvlutsgpv06xf013b.,1,0.027946104868254256,-0.24450669520416687,0.2971818728479243
ijq9c88uvlutsgpv06xf013b.,6,-0.3032124768410433,0.06756884219989767,0.22027894507429982
inruxr1qd5qmpvl3wg310m1w.,1,0.5635542990086091,0.10897413052521493,0.3823539182513185
inruxr1qd5qmpvl3wg310m1w.,6,-1.0996404740833836,0.3591736476746945,0.53008140660918
jimfaej7pd9wwo0dfhrfenkd.,1,0.7444670307902671,0.1963430870697518,0.5629691111006808
jimfaej7pd9wwo0dfhrfenkd.,6,0.6214755304216433,-0.02611991139931586,0.2493932433728709
ki2klr0u1w81k7tx85w2c87f.,1,0.9607750694401991,-0.40068042502833695,0.3909226003905724
ki2klr0u1w81k7tx85w2c87f.,6,-0.13523510814812087,-0.4366483440104784,0.5776981341635691
l5fq59qp9rxxbg5v92n4uioy.,1,0.04562072491606638,0.15510621174801728,0.44332571077168037
l5fq59qp9rxxbg5v92n4uioy.,6,0.483593604868803,-0.5665189324265809,0.45273592480582764
lfoao7r4uxy84db9qd18ag9v.,1,-0.15549808927933748,-0.43842337775695184,0.9392011286633651
lfoao7r4uxy84db9qd18ag9v.,6,-14.402323074779916,2.34578309191594,8.602804736568302
lwb776999qivpoyrszg9pn2e.,1,-0.31998042623723105,0.25819835200142494,0.40350316920412477
lwb776999qivpoyrszg9pn2e.,6,0.28579456402635295,0.7042722790964929,2.4781344737973443
ly1ndfqlpeon5t0x8yr4zapc.,1,0.5503556533496827,-0.14588704280589843,0.4328118036397437
ly1ndfqlpeon5t0x8yr4zapc.,6,-0.518049750902015,0.6277226429469878,0.6435885715372667
m0x7mxhu0yu7w8qv34s4enkx.,1,0.44756435999077443,0.2077710061100354,0.32146793630906406
m0x7mxhu0yu7w8qv34s4enkx.,6,-0.2654337789757942,-0.11562798343409315,0.528663093083031
m19y4phye4ijfvv65rxc84tf.,1,0.9681649213677529,0.37972769446122645,0.4946165785160834
m19y4phye4ijfvv65rxc84tf.,6,1.869128279569178,-0.46653565780001427,2.73815701216596
mmjtfqmrci8uq48qmlr7rqxi.,1,-0.14716910486187076,-0.3569118740979321,0.3135289116927187
mmjtfqmrci8uq48qmlr7rqxi.,6,0.6565952442790477,-0.1666063477736382,0.49061487722979147
n73q699ikrhdki2khtk0acey.,1,0.08301749272856795,0.061075661662710404,0.22699658148814397
n73q699ikrhdki2khtk0acey.,6,-1.6305013267526975,0.43838350693088596,0.8075248500181234
nk3at8lfn0o3igrzttlx3t7g.,1,-2.0370731026928457,0.9948887892866624,2.230687079281162
nk3at8lfn0o3igrzttlx3t7g.,6,-4.300081689136139,1.2766858354921709,1.25311565459346
nutt3fvcqnnifj3l6uxjs0yo.,1,-1.0097321428576265,0.25855084187114663,1.451948005507351
nutt3fvcqnnifj3l6uxjs0yo.,6,-21.29130433285094,7.090465122245668,10.153880631716508
nvyarhic8nix5bhiico65vht.,1,0.6981727960046127,0.06424854143119127,0.4603803838109242
nvyarhic8nix5bhiico65vht.,6,-1.496809392471968,0.3612785034366161,0.41673934916554745
nyaqibgys6bhobnj2c2xplz3.,1,1.2592040126912758,0.07951859537645073,0.6624395430303206
nyaqibgys6bhobnj2c2xplz3.,6,1.1670848864591203,0.364005630271975,0.8990551152511059
pfpu8ycuuz69vefmakpdrsom.,1,-0.08573243200130327,-0.13860953338395735,0.29502464980945925
pfpu8ycuuz69vefmakpdrsom.,6,0.37026440902289603,-0.02131002825898962,0.38806096235796006
qe48pgqry97335lt6mio0v5n.,1,1.575629431565178,-0.3131319779833803,0.33849971911915216
qe48pgqry97335lt6mio0v5n.,6,-1.5540437178988946,0.29780138079937074,0.38656301990225933
qnz9x517dryezj4ubt2ugqnu.,1,-0.1354546327864567,-0.19767019633712757,0.24819777631545217
qnz9x517dryezj4ubt2ugqnu.,6,0.05585707624585552,-0.10745450216740526,0.1562627571060832
qr8vewgc6ztrr4xft956iugr.,1,0.40202377039274734,0.08406818899729768,0.15978518184677437
qr8vewgc6ztrr4xft956iugr.,6,-0.5727858447556137,0.2676569363462995,0.8777388409750103
qzfg5c2l3alspinn9ir3loo2.,1,-0.2694929403720916,-0.011626861973836266,0.4247661271492618
qzfg5c2l3alspinn9ir3loo2.,6,-0.3794476989151636,0.10364637905841274,0.2393821509832841
r7ds1nnw53cxvgcdga3i0xr9.,1,-0.4078151378305786,-0.0060549987591502884,0.6068771548830308
r7ds1nnw53cxvgcdga3i0xr9.,6,0.22877373665454795,0.20959540306672653,0.4653723748370363
ryp8pbrx06o3lf9kk3xmrvd4.,1,-0.237585102359479,0.06319021450029108,0.40722237303342823
ryp8pbrx06o3lf9kk3xmrvd4.,6,-0.3734302711287504,0.09724155069142086,0.8844837817642245
s7svn5ooz9hjgnhh8y2rk49w.,1,-0.5906374409934106,1.3373555957349265e-06,0.13904542557471145
s7svn5ooz9hjgnhh8y2rk49w.,6,-0.06273389734889355,-0.0380465125894014,1e-09
sk8xhhz7i16yvcknat7l6myb.,1,-0.1360764991772801,-0.3077002888337382,0.4806319002452775
sk8xhhz7i16yvcknat7l6myb.,6,-0.01871152291896174,-0.44029075767738246,1.2920414168180383
so1kmb7czojgpong8ho5kokg.,1,0.2614846956765832,0.6404548756588747,2.209151343108918
so1kmb7czojgpong8ho5kokg.,6,0.10455267801081781,0.1382743397366709,0.3072084510931309
t2u2ja58o53je7gqs3l6gs9f.,1,0.9278252861906476,-0.21375134970835732,0.5164107081754203
t2u2ja58o53je7gqs3l6gs9f.,6,0.8767502561951538,-0.5589270020275914,0.48641331305470553
tj5bifpb7nbzq1y66xilapy6.,1,0.01538067680893582,-0.08615980777571985,0.38923860235239194
tj5bifpb7nbzq1y66xilapy6.,6,-6079.677657308741,1214.2691251237272,2217.431188664621
u7bsetm5waqp5rswdz0kiidq.,1,0.4908514555579486,-0.07894617501789672,0.2594034747650879
u7bsetm5waqp5rswdz0kiidq.,6,0.5896234712674309,0.18702877928177855,0.7933508056817351
u97vx3l7dr1vnjgzejub79zv.,1,0.29533963687007186,-0.11410672327986811,0.12789876549715662
u97vx3l7dr1vnjgzejub79zv.,6,-1.2020044681533626,0.40612679720008726,0.5844721950603219
v129jk07ciltivmjwqcm78ol.,1,0.44270458935544316,0.15349824133353435,1.022163587085103
v129jk07ciltivmjwqcm78ol.,6,0.692765368669041,-0.14198002824499686,0.8197855180443305
wugb7esovvyay7hltfl8153g.,1,0.41693767215735417,0.05066408020800149,0.3191899747945655
wugb7esovvyay7hltfl8153g.,6,0.007825098873411956,0.17390144289081466,0.5092395690544035
wyx9wrvsnqb4mdvsmwh9e732.,1,-0.7240824150050494,0.1972186773823456,0.18627604514121118
wyx9wrvsnqb4mdvsmwh9e732.,6,-0.31759284429090834,-0.2520632858019349,0.39645109775477627
x43ns0nnesa95h5pltokft2t.,1,-0.4046320086255807,-0.1588203957173492,0.4073795944295118
x43ns0nnesa95h5pltokft2t.,6,-1.217528326944763,0.16950801473632557,0.6601610284358346
xfucttob88f1yfubgjhreejv.,1,-0.0035627601605608523,0.16046013775515305,0.3153072762483487
xfucttob88f1yfubgjhreejv.,6,-2.026009382479592,0.15373539862223293,0.7215424299711397
y499346vdq7cv9i092jpbydk.,1,0.7773215822583984,-0.5592847224682694,0.0928321970765276
y499346vdq7cv9i092jpbydk.,6,-0.5304945833808424,0.2536783995668278,0.30444589906959835
yjqxq9j80ck0kdjn648s83nd.,1,-0.6244419927572303,-0.01246977860949118,0.29021235345346214
yjqxq9j80ck0kdjn648s83nd.,6,-1.2263693305051708,0.2927767060203028,0.6424717905970875
ynqn6okc1pjgks2ugz6vyntw.,1,0.9432245394402301,-0.25646925136826143,0.26559814757376304
ynqn6okc1pjgks2ugz6vyntw.,6,-0.20263518922469423,0.30446836619793044,0.41764400376369515
yq58plsdt7gzeny0jok0dwgh.,1,0.714865387347459,-0.08348041045624477,0.6269929393742392
yq58plsdt7gzeny0jok0dwgh.,6,-1.450763783714408,0.6767204138804367,1.3797253033701338
